userids,tweets,tokens,nodes,edges,avg_degrees,densities,outliers,social_similarities,interactions,interactions_p,betweenness_mean,betweenness_range,closeness,country,type
1391433588353216514,19791,318053,17,47,5.5294,0.1728,31.25,0.012,0.9214,3.1613,0.0417,0.5667,0.0145,uk,urban
355617416,15249,201063,13,41,6.3077,0.2628,25.0,0.0312,0.6625,0.0,0.0501,0.5316,0.0074,uk,urban
1473406257608507395,22452,409501,30,289,19.2667,0.3322,0.0,0.041,1.6533,33.6047,0.022,0.2171,0.0118,uk,urban
1461025662421118991,137057,2067801,108,630,11.6667,0.0545,20.5607,0.0083,1.5763,104.0833,0.0125,0.4886,0.0179,uk,rural
101367591,5921,97858,4,4,2.0,0.3333,100.0,0.0111,1.05,0.0,0.0833,0.3333,0.0111,uk,rural
1346169170535264262,160013,1935693,109,717,13.156,0.0609,5.5556,0.0158,3.1866,14.9053,0.0076,0.5201,0.0166,uk,urban
44746814,52320,848854,50,156,6.24,0.0637,18.3673,0.0087,5.0175,1.5812,0.0187,0.4257,0.0332,uk,urban
1469418521675272193,210727,2685506,216,1467,13.5833,0.0316,30.6977,0.0085,6.0755,300.0152,0.004,0.3235,0.0157,uk,urban
1390764169549565956,45873,856179,38,361,19.0,0.2568,2.7027,0.0343,2.7445,34.8901,0.0223,0.2515,0.002,uk,rural
1002701334783713281,348,4108,2,1,1.0,0.5,100.0,0.0,,0.0,0.0,0.0,0.0,uk,rural
311466681,97840,1510544,140,1939,27.7,0.0996,3.5971,0.0227,1.7535,7.2949,0.0085,0.4586,0.0116,uk,urban
1447205938604044299,29085,266585,12,33,5.5,0.25,45.4545,0.0355,4.9045,7.3643,0.0235,0.1818,0.0256,uk,urban
58809188,65,1345,1,0,0.0,0.0,100.0,0.0,,0.0,0.0,0.0,0.0,uk,urban
472971170,319,5112,2,2,2.0,1.0,100.0,0.0,,0.0,0.0,0.0,0.0,uk,urban
2361387596,130961,1750330,81,267,6.5926,0.0412,15.0,0.0072,3.5975,1.2082,0.0207,0.4586,0.0283,uk,rural
1431734502192304135,70,1036,1,0,0.0,0.0,100.0,0.0,,0.0,0.0,0.0,0.0,uk,urban
314163471,107741,1436940,97,345,7.1134,0.037,23.9583,0.0057,1.717,6.3707,0.0126,0.6316,0.0297,uk,urban
56351788,122728,1798877,79,241,6.1013,0.0391,21.7949,0.0053,1.8662,4.7945,0.0097,0.4368,0.0194,uk,rural
833375090393935874,31726,495760,27,82,6.0741,0.1168,26.9231,0.0306,0.8217,4.5588,0.0013,0.01,0.0015,uk,urban
1230918662330241024,15072,228079,9,13,2.8889,0.1806,25.0,0.0173,0.36,0.5,0.0,0.0,0.0,uk,urban
902945520456519680,18555,243692,14,17,2.4286,0.0934,61.5385,0.0026,0.3,0.0,0.0055,0.0769,0.011,uk,urban
1093072296493895681,209,4292,1,0,0.0,0.0,100.0,0.0,,0.0,0.0,0.0,0.0,uk,urban
1188371633582596096,88181,1506032,92,1352,29.3913,0.1615,7.6923,0.0307,2.5853,8.803,0.0101,0.4554,0.0029,uk,rural
984464960892866560,68526,1162767,49,362,14.7755,0.1539,4.1667,0.023,3.773,9.2046,0.0241,0.2852,0.0174,uk,rural
1245433078853636105,49338,829084,81,874,21.5802,0.1349,11.25,0.0285,1.7043,7.441,0.012,0.5336,0.0105,uk,rural
1501849480479576066,14659,237083,11,13,2.3636,0.1182,80.0,0.0045,0.3,0.0,0.0091,0.1,0.013,uk,rural
1545858856496029696,111686,1160780,53,820,30.9434,0.2975,9.6154,0.0467,2.8147,201.3333,0.0184,0.1746,0.0164,uk,rural
1322857551592083463,12980,165339,11,34,6.1818,0.3091,30.0,0.0088,2.7,0.0,0.0758,0.3204,0.0269,uk,urban
1246921925072424962,6342,44135,8,11,2.75,0.1964,42.8571,0.0097,0.3667,0.375,0.0179,0.1429,0.0182,uk,urban
2803805994,49053,674319,32,107,6.6875,0.1079,25.8065,0.0054,2.7192,6.3646,0.0232,0.6497,0.007,uk,urban
1375088371618439174,47456,672504,101,2356,46.6535,0.2333,6.0,0.0676,1.2345,30.0662,0.0084,0.3398,0.0006,uk,rural
393496982,64002,832364,42,101,4.8095,0.0587,39.0244,0.0048,1.46,96.3333,0.0093,0.335,0.0079,uk,urban
1253995501957124096,34305,383698,41,295,14.3902,0.1799,15.0,0.0449,2.0568,38.8776,0.0231,0.6121,0.0039,uk,rural
1231204059257942020,52668,555590,29,149,10.2759,0.1835,10.7143,0.0197,10.6195,6.7639,0.0174,0.2514,0.0014,uk,rural
11451662,78308,1227107,41,114,5.561,0.0695,20.0,0.0061,3.0558,0.3639,0.023,0.6193,0.0347,uk,rural
1483201602437713927,82454,1566345,68,520,15.2941,0.1141,7.4627,0.0232,1.311,0.0,0.011,0.0819,0.0062,uk,urban
1545896825726685184,5195,70735,5,5,2.0,0.25,100.0,0.0055,0.3,0.0,0.05,0.25,0.0143,uk,rural
1106311121181511680,12444,241542,15,52,6.9333,0.2476,35.7143,0.0142,1.0545,0.0,0.0484,0.5272,0.0066,uk,urban
914106317161336832,455,5604,1,0,0.0,0.0,100.0,0.0,,0.0,0.0,0.0,0.0,uk,urban
1521095726037614592,17672,316411,19,35,3.6842,0.1023,55.5556,0.0067,0.8364,0.3731,0.0237,0.4363,0.0096,uk,rural
1443172150202994691,452,5112,1,0,0.0,0.0,100.0,0.0,,0.0,0.0,0.0,0.0,uk,urban
1655586296,74288,1055729,47,237,10.0851,0.1096,8.6957,0.0134,3.8234,1.0232,0.0182,0.4757,0.0194,uk,rural
290006301,152929,2473382,111,443,7.982,0.0363,28.1818,0.0072,1.8,4.3276,0.0108,0.4372,0.0331,uk,urban
1101596670352080896,68867,1347999,54,186,6.8889,0.065,37.7358,0.0083,3.7743,4.5504,0.008,0.2275,0.0191,uk,urban
742241372992851968,115482,1414115,96,1079,22.4792,0.1183,10.5263,0.0144,2.6772,3.1902,0.0104,0.5354,0.0055,uk,urban
528484724,39867,414699,33,56,3.3939,0.053,84.375,0.0034,7.5,74.0,0.0178,0.5549,0.0061,uk,urban
1057456683813871616,51062,622641,49,126,5.1429,0.0536,29.1667,0.004,2.3345,16.359,0.0089,0.2671,0.0125,uk,urban
3075865648,154411,1411876,117,375,6.4103,0.0276,29.3103,0.0041,2.2324,2.8824,0.0118,0.638,0.0499,uk,urban
1253313757700395011,201180,2470986,130,2552,39.2615,0.1522,10.0775,0.0417,3.0724,13.1202,0.0066,0.5553,0.0013,uk,rural
3416122175,46078,731816,48,240,10.0,0.1064,19.1489,0.013,1.7383,1.2097,0.023,0.7095,0.0195,uk,rural
162081673,104720,1460351,65,219,6.7385,0.0526,34.375,0.006,3.8198,1.3112,0.0091,0.5323,0.0055,uk,urban
1356656678452817920,39290,497255,18,35,3.8889,0.1144,47.0588,0.0101,1.0364,0.0,0.0018,0.0239,0.0025,uk,urban
1264592819412443138,166177,3171623,103,429,8.3301,0.0408,15.6863,0.0065,1.9377,1.9092,0.0159,0.4344,0.0375,uk,rural
1276639421547319299,33887,541804,31,169,10.9032,0.1817,16.6667,0.0197,3.2458,21.9118,0.036,0.4113,0.0322,uk,urban
1370497411504865282,8042,153203,8,9,2.25,0.1607,71.4286,0.001,0.6,0.0,0.0179,0.1429,0.0152,uk,urban
1255416939842883584,17796,230035,12,42,7.0,0.3182,0.0,0.0206,5.6857,0.0,0.0341,0.1091,0.0278,uk,rural
15340129,43001,719001,43,123,5.7209,0.0681,50.0,0.0098,1.0125,0.2226,0.0229,0.6564,0.0187,uk,rural
22924397,21746,237162,29,198,13.6552,0.2438,17.8571,0.018,1.2432,17.2333,0.0243,0.4581,0.0022,uk,urban
775695913624932352,63720,1235716,43,86,4.0,0.0476,30.9524,0.0044,1.6,0.7968,0.0067,0.1739,0.0138,uk,urban
1068507084197691392,48568,802291,34,73,4.2941,0.0651,15.1515,0.0063,2.8238,15.9429,0.0055,0.1184,0.0126,uk,urban
1489249940626759688,270541,2911773,214,1431,13.3738,0.0314,4.6948,0.0113,2.934,0.0,0.0173,0.5,0.008,uk,urban
28834172,26547,397796,23,43,3.7391,0.085,45.4545,0.0073,2.7071,6.8958,0.0148,0.2522,0.0168,uk,urban
2328673281,204177,3799666,113,437,7.7345,0.0345,24.1071,0.0046,2.547,3.6143,0.0103,0.4153,0.0261,uk,rural
1468163204413071362,22,350,1,0,0.0,0.0,100.0,0.0,,0.0,0.0,0.0,0.0,uk,urban
289492216,180978,2545262,118,1173,19.8814,0.085,17.094,0.0148,2.2735,3.2647,0.0097,0.5113,0.0015,uk,rural
20288911,121070,1880957,104,1276,24.5385,0.1191,6.7961,0.021,1.5411,17.1452,0.0123,0.24,0.0125,uk,urban
493254718,20449,383096,15,16,2.1333,0.0762,85.7143,0.0067,1.7667,0.0,0.0048,0.0714,0.0096,uk,urban
741932980814401536,7876,113471,9,11,2.4444,0.1528,100.0,0.0101,1.55,0.0,0.0417,0.375,0.0135,uk,urban
1344548485,49239,732748,50,139,5.56,0.0567,32.6531,0.0137,2.4382,13.2931,0.0197,0.5763,0.0213,uk,rural
3245305385,65757,862411,45,185,8.2222,0.0934,18.1818,0.0215,1.6541,11.0,0.0142,0.2358,0.0058,uk,rural
856147891,3164,61979,1,0,0.0,0.0,100.0,0.0,,0.0,0.0,0.0,0.0,uk,urban
1321800712985153536,200164,2377977,159,1789,22.5031,0.0712,3.1646,0.0115,1.8689,46.3858,0.0088,0.4631,0.0134,uk,urban
1077372059645341696,86725,970924,84,1540,36.6667,0.2209,13.253,0.045,2.6903,767.2222,0.0078,0.2335,0.0149,uk,urban
1370728802138132482,119504,1806698,148,2649,35.7973,0.1218,2.7211,0.0312,2.1114,34.9288,0.0072,0.2585,0.0103,uk,urban
1376899585566728193,15768,285198,15,25,3.3333,0.119,50.0,0.0058,1.9333,1.0351,0.0498,0.3791,0.032,uk,urban
637245554,57461,706579,73,522,14.3014,0.0993,11.1111,0.0176,3.258,2.8136,0.0104,0.6032,0.0031,uk,urban
145951848,58019,707243,33,114,6.9091,0.108,43.75,0.0086,8.3375,0.3321,0.0217,0.6394,0.004,uk,urban
1433071032613625857,235853,2530975,133,903,13.5789,0.0514,3.7879,0.0142,3.6938,84.2214,0.0191,0.293,0.015,uk,urban
1061378237912305665,67712,907433,61,247,8.0984,0.0675,18.3333,0.0113,4.2295,1.1429,0.0286,0.3571,0.0037,uk,rural
3331383472,160704,2659865,119,1005,16.8908,0.0716,3.3898,0.0106,3.1515,6.08,0.0122,0.415,0.0208,uk,urban
1302914907529240581,26562,472151,19,25,2.6316,0.0731,77.7778,0.0076,1.5,0.0,0.0065,0.1111,0.0099,uk,urban
1316519466839224320,133594,1910535,115,1324,23.0261,0.101,14.9123,0.0323,1.5375,5.0734,0.0115,0.3943,0.0066,uk,urban
1479302102648303616,118396,1842890,90,707,15.7111,0.0883,5.618,0.0193,2.2694,208.9167,0.025,0.2842,0.0295,uk,urban
1465014459341148167,45115,580280,65,649,19.9692,0.156,10.9375,0.0276,0.9744,138.6667,0.0156,0.302,0.0133,uk,urban
136398534,26520,432689,30,90,6.0,0.1034,44.8276,0.0094,1.26,0.7581,0.0241,0.5359,0.0183,uk,rural
1548610602008023040,23516,555576,21,100,9.5238,0.2381,15.0,0.0274,1.8545,0.0,0.041,0.3013,0.0101,uk,rural
867074123620593665,23691,271701,16,29,3.625,0.1208,60.0,0.007,1.7429,0.0796,0.0247,0.3833,0.0108,uk,urban
1459726729,46873,597970,24,37,3.0833,0.067,47.8261,0.0084,0.8182,0.1538,0.0007,0.0069,0.0013,uk,rural
755427056,36546,555988,29,75,5.1724,0.0924,42.8571,0.0067,7.1364,3.816,0.0148,0.2896,0.0131,uk,rural
330363754,94679,1245635,77,357,9.2727,0.061,13.1579,0.007,2.8913,2.5376,0.0067,0.3257,0.008,uk,rural
1446151951171870729,43470,736731,45,330,14.6667,0.1667,18.1818,0.0159,1.3706,28.125,0.0189,0.4007,0.0173,uk,rural
1349199740,298829,3683636,163,784,9.6196,0.0297,6.7901,0.0055,1.7747,4.2559,0.0059,0.0782,0.0073,uk,urban
1358754754218835968,109303,1649071,68,295,8.6765,0.0647,16.4179,0.0073,4.5634,24.4558,0.0165,0.487,0.0252,uk,rural
908270682,96317,1074693,72,205,5.6944,0.0401,29.5775,0.0058,2.7906,6.2602,0.0079,0.4877,0.0073,uk,urban
1303070215287304192,6757,114891,10,31,6.2,0.3444,11.1111,0.0339,4.8647,4.0736,0.0778,0.6528,0.0114,uk,rural
1337502359715504130,14968,206210,12,24,4.0,0.1818,36.3636,0.0172,5.2,0.0,0.0152,0.1818,0.0211,uk,rural
18170082,90193,1458164,59,135,4.5763,0.0395,27.5862,0.0045,1.2775,0.5254,0.0099,0.3105,0.0155,uk,urban
1276092302893690880,54923,661788,42,77,3.6667,0.0447,53.6585,0.0069,2.8529,0.0,0.0007,0.0256,0.0011,uk,urban
1122542797406519296,18975,258674,12,34,5.6667,0.2576,9.0909,0.0093,3.92,4.0909,0.0167,0.15,0.0149,uk,rural
825408434958897152,26236,342955,20,45,4.5,0.1184,31.5789,0.0047,1.6118,0.0703,0.0192,0.367,0.007,uk,urban
1040886521841295360,51318,805184,40,130,6.5,0.0833,43.5897,0.0079,2.1595,3.0311,0.0039,0.0989,0.0117,uk,urban
1490938047894011908,148775,1119851,91,664,14.5934,0.0811,12.2222,0.0156,3.0604,106.1125,0.0183,0.4832,0.0501,uk,urban
884392308518551552,187011,1707037,138,660,9.5652,0.0349,23.3577,0.008,3.685,17.85,0.0082,0.2836,0.0109,uk,urban
1290188556191895552,27969,331054,16,35,4.375,0.1458,40.0,0.0076,1.6,41.6667,0.0134,0.1167,0.0099,uk,urban
3890729782,11438,117903,9,31,6.8889,0.4306,37.5,0.0204,5.6818,3.7348,0.0337,0.2768,0.0282,uk,urban
49699180,22146,378918,19,46,4.8421,0.1345,33.3333,0.0147,3.8067,1.1547,0.0464,0.7026,0.0175,uk,rural
714226241767936001,92950,1459282,94,1420,30.2128,0.1624,12.9032,0.0288,1.6466,63.1316,0.0118,0.2557,0.0242,uk,rural
803571353790148608,53485,1110753,37,153,8.2703,0.1149,16.6667,0.016,2.2385,3.7967,0.0256,0.3578,0.0074,uk,urban
2711933216,56661,886448,64,305,9.5312,0.0756,23.8095,0.0147,4.49,6.6659,0.0191,0.6324,0.024,uk,urban
1231227851090939909,19367,387580,16,38,4.75,0.1583,13.3333,0.0086,0.7889,0.2241,0.0571,0.7119,0.0184,uk,rural
1323937435,1392,22771,1,0,0.0,0.0,100.0,0.0,,0.0,0.0,0.0,0.0,uk,urban
2431659784,94878,1381003,164,977,11.9146,0.0365,27.6074,0.0212,1.1355,13.3125,0.0072,0.4961,0.0081,uk,rural
2987489135,44850,641963,39,170,8.7179,0.1147,28.9474,0.014,1.2622,28.1875,0.0379,0.4118,0.006,uk,urban
2702192453,187352,2519194,111,436,7.8559,0.0357,22.7273,0.0068,6.4855,14.5408,0.0124,0.4509,0.0313,uk,rural
1258015618269396994,78830,1487939,58,417,14.3793,0.1261,10.5263,0.0186,3.3116,38.8817,0.0217,0.4685,0.01,uk,rural
1413530802701357059,183382,1615926,187,831,8.8877,0.0239,9.6774,0.0043,1.8725,75.8205,0.0165,0.4264,0.0005,uk,urban
887766308988891137,43393,454973,75,302,8.0533,0.0544,24.3243,0.0114,0.8224,1.5238,0.0058,0.1201,0.0045,uk,rural
1428109602944659464,50771,738761,33,130,7.8788,0.1231,15.625,0.0119,4.3776,24.6465,0.0131,0.269,0.0098,uk,rural
1476942943944642560,61426,1132067,55,445,16.1818,0.1498,7.4074,0.0232,1.0946,0.0,0.0146,0.226,0.0075,uk,rural
1207048213292822528,46162,874328,33,152,9.2121,0.1439,3.125,0.0137,1.3171,50.2222,0.0279,0.2083,0.0157,uk,rural
1163808948748558336,147514,2553029,117,1998,34.1538,0.1472,3.4483,0.0335,2.1956,6.8626,0.0098,0.2031,0.0025,uk,rural
301550238,122952,1483530,96,554,11.5417,0.0607,20.0,0.0077,1.3612,8.3077,0.0073,0.5539,0.0083,uk,rural
811864280,24805,420189,25,174,13.92,0.29,0.0,0.0294,0.6296,27.3333,0.0357,0.3664,0.0153,uk,rural
1164165656826322944,61519,1035147,48,250,10.4167,0.1108,36.1702,0.0127,2.2021,9.0667,0.0201,0.4792,0.011,uk,rural
800108446045474816,45774,789490,88,2647,60.1591,0.3457,0.0,0.0871,1.1867,41.7212,0.0088,0.0753,0.0128,uk,rural
162071071,229200,3359127,96,572,11.9167,0.0627,15.7895,0.0124,3.5675,178.4545,0.0062,0.1007,0.0045,uk,urban
19963526,58428,874180,45,172,7.6444,0.0869,13.6364,0.0058,6.036,0.2544,0.0265,0.5138,0.0407,uk,rural
42468989,145771,1516239,94,605,12.8723,0.0692,18.2796,0.0077,4.7213,3.2186,0.006,0.4293,0.0029,uk,urban
1455925169000755202,37924,517242,40,83,4.15,0.0532,23.0769,0.0042,0.7143,3.1667,0.013,0.2304,0.0161,uk,urban
609349902,43709,725366,33,238,14.4242,0.2254,6.25,0.0205,1.7421,19.6875,0.029,0.4713,0.0066,uk,rural
1251280098042564609,22692,330208,21,46,4.381,0.1095,35.0,0.0079,2.7111,3.6476,0.0187,0.3092,0.0132,uk,urban
342857895,87577,1127207,62,253,8.1613,0.0669,31.1475,0.0088,17.3732,2.321,0.0104,0.4811,0.0156,uk,rural
1499297171425878016,31285,453264,25,303,24.24,0.505,0.0,0.0575,4.6993,99.8971,0.0232,0.1359,0.0003,uk,rural
85328258,102697,986729,90,1288,28.6222,0.1608,12.3596,0.0293,4.4975,37.6722,0.0102,0.433,0.0022,uk,rural
1489191565448949761,17609,363534,12,22,3.6667,0.1667,9.0909,0.0101,1.2,0.0,0.0068,0.0364,0.005,uk,urban
21147832,67736,1203641,62,254,8.1935,0.0672,29.5082,0.0092,1.3575,6.0284,0.0155,0.636,0.0208,uk,urban
3405013942,95116,1101073,61,414,13.5738,0.1131,16.6667,0.0149,1.9721,18.9,0.0111,0.4511,0.012,uk,rural
20204790,62269,933942,77,398,10.3377,0.068,27.6316,0.0091,0.8791,125.0,0.016,0.5861,0.0211,uk,urban
1456209934069141509,6850,103937,8,10,2.5,0.1786,71.4286,0.0045,,0.0,0.0327,0.2619,0.0131,uk,urban
20153347,54196,784229,55,216,7.8545,0.0727,16.6667,0.0082,1.4,3.2124,0.0132,0.6077,0.0085,uk,urban
1163073562405670912,163251,2429731,126,2601,41.2857,0.1651,0.8,0.0294,1.649,18.0928,0.0075,0.2669,0.003,uk,rural
1482968880196857856,17077,240825,14,22,3.1429,0.1209,84.6154,0.0046,49.3,0.0,0.0385,0.5385,0.0096,uk,urban
1464579629579186181,7401,83662,5,8,3.2,0.4,50.0,0.0153,1.56,2.7143,0.0667,0.3333,0.0133,uk,rural
1106236474096345089,13699,181961,16,198,24.75,0.825,0.0,0.0464,9.4921,6.6044,0.0125,0.028,0.0008,uk,rural
382282232,95542,1076734,52,161,6.1923,0.0607,29.4118,0.0069,4.2137,3.2181,0.0156,0.5716,0.017,uk,urban
3131166496,41828,710990,30,71,4.7333,0.0816,51.7241,0.0063,4.3276,0.9044,0.0225,0.4255,0.014,uk,urban
1323552784675934208,62551,1007265,40,270,13.5,0.1731,5.1282,0.0184,5.8037,15.9144,0.023,0.3658,0.0276,uk,rural
1455375449857613824,137656,1922172,71,1099,30.9577,0.2211,11.4286,0.0272,4.6458,296.1163,0.0115,0.2132,0.014,uk,urban
833134802115125251,64604,931286,42,143,6.8095,0.083,26.8293,0.0128,2.4128,5.5172,0.0148,0.5058,0.009,uk,rural
898110474629373952,19653,295504,27,120,8.8889,0.1709,23.0769,0.0211,1.0375,14.0909,0.0478,0.3551,0.0075,uk,rural
1270835375741730816,195828,2122978,107,884,16.5234,0.0779,19.8113,0.0077,5.7289,4.6294,0.0072,0.6005,0.0024,uk,rural
225156644,66388,1272567,67,362,10.806,0.0819,18.1818,0.0152,1.9097,130.5556,0.0115,0.3717,0.0086,uk,urban
1491503917850669062,24883,387938,14,18,2.5714,0.0989,76.9231,0.009,6.9,0.0,0.0165,0.2308,0.0129,uk,rural
1474700236215967746,157184,2507727,95,679,14.2947,0.076,4.2553,0.0123,5.1568,115.7868,0.0136,0.2407,0.0065,uk,urban
2217376348,6041,72123,4,3,1.5,0.25,100.0,0.0032,1.2,0.0,0.0,0.0,0.0,uk,rural
2345137631,98867,1617457,60,133,4.4333,0.0376,28.8136,0.0049,2.629,13.5536,0.0043,0.1455,0.0114,uk,rural
1440331659228762117,55808,1097443,59,606,20.5424,0.1771,3.4483,0.0314,1.2705,42.0,0.0177,0.4712,0.0107,uk,rural
1317976638232186880,205651,2390169,129,376,5.8295,0.0228,22.6562,0.0027,3.7943,66.0333,0.0043,0.2246,0.0199,uk,urban
826040224702660608,89616,1655478,85,1446,34.0235,0.2025,8.3333,0.0287,1.0341,20.2617,0.0088,0.2711,0.0018,uk,rural
762188767184711681,61099,872460,80,591,14.775,0.0935,10.1266,0.0161,2.0026,6.8564,0.0111,0.5017,0.0123,uk,urban
1420065118583414784,16124,214882,11,30,5.4545,0.2727,20.0,0.0106,1.48,23.6667,0.0414,0.2694,0.0023,uk,urban
1362046092838383629,655,5276,1,0,0.0,0.0,100.0,0.0,,0.0,0.0,0.0,0.0,uk,urban
87399871,84667,1347188,72,346,9.6111,0.0677,21.1268,0.0114,1.9741,9.7136,0.0133,0.6417,0.012,uk,rural
1347391430524882945,20121,251540,15,26,3.4667,0.1238,14.2857,0.0088,1.0,0.0,0.0132,0.1923,0.0133,uk,rural
1398260622404489219,111202,1256781,56,451,16.1071,0.1464,5.4545,0.0172,5.1562,983.3636,0.0085,0.081,0.0044,uk,urban
1476714900206587906,24861,303051,18,53,5.8889,0.1732,64.7059,0.0108,6.8158,214.8333,0.0509,0.8384,0.0062,uk,urban
1233337992670072837,74882,1341088,90,653,14.5111,0.0815,13.4831,0.0231,1.8466,6.9628,0.0105,0.6722,0.007,uk,urban
2186185125,194531,2565268,126,719,11.4127,0.0457,17.6,0.0071,3.5096,52.1189,0.009,0.5145,0.0231,uk,rural
968963849683718145,68183,1086677,79,554,14.0253,0.0899,12.8205,0.0184,1.2413,8.5985,0.013,0.6431,0.0116,uk,urban
1080303095555416064,135288,463638,87,373,8.5747,0.0499,8.1395,0.0075,5.3636,39.4155,0.0131,0.2499,0.0266,uk,urban
1374121640536256513,83477,1427926,82,385,9.3902,0.058,16.0494,0.0131,2.82,124.3333,0.0196,0.5903,0.0224,uk,urban
21477301,106562,1452547,90,732,16.2667,0.0914,13.4831,0.0136,3.2586,4.354,0.0082,0.5506,0.0087,uk,urban
1169531793801973760,52526,770959,70,385,11.0,0.0797,14.4928,0.0175,2.5045,0.0,0.018,0.642,0.0275,uk,rural
20366676,3184,53413,1,0,0.0,0.0,100.0,0.0,,0.0,0.0,0.0,0.0,uk,urban
1039204608688701440,219051,2260955,113,423,7.4867,0.0334,18.75,0.0041,2.5316,1.8129,0.0123,0.485,0.0401,uk,urban
1330444168011919362,10650,193767,10,22,4.4,0.2444,33.3333,0.0129,0.525,2.5,0.0861,0.5903,0.0215,uk,urban
836336617560363008,30230,431487,55,869,31.6,0.2926,11.1111,0.0444,1.6207,16.504,0.0124,0.2868,0.0039,uk,rural
2767773863,77028,1186152,118,2763,46.8305,0.2001,5.9829,0.044,2.0323,19.2583,0.0072,0.2767,0.0048,uk,rural
2573968923,50714,579616,52,270,10.3846,0.1018,33.3333,0.0138,3.7,230.25,0.01,0.3328,0.0025,uk,rural
913503583257153537,14671,289120,8,13,3.25,0.2321,0.0,0.0092,1.8,0.1538,0.0149,0.119,0.0128,uk,rural
876026032909930496,134687,2470774,128,1885,29.4531,0.116,10.2362,0.0209,1.818,9.6069,0.0078,0.4176,0.0084,uk,rural
1360367013261160449,51612,504989,38,213,11.2105,0.1515,18.9189,0.0154,3.9085,3.1989,0.0151,0.2357,0.0061,uk,rural
1360713906830921730,80238,1123958,54,89,3.2963,0.0311,58.4906,0.0045,3.0586,11.8551,0.0026,0.1297,0.0042,uk,urban
1463987447763812355,57986,1193990,71,990,27.8873,0.1992,1.4286,0.0358,1.8585,40.3,0.015,0.2874,0.0031,uk,rural
1400097232620331013,127078,2046990,117,235,4.0171,0.0173,63.7931,0.0145,6.4038,88.3158,0.0031,0.3522,0.0028,uk,rural
567586356,77499,986009,68,598,17.5882,0.1313,5.9701,0.0401,1.4575,29.2941,0.0144,0.4897,0.0211,uk,rural
1000118365145399297,138470,2611993,148,3328,44.973,0.153,6.8027,0.0331,1.3463,61.625,0.0063,0.3012,0.0013,uk,rural
1433519946236055560,157597,3037620,169,1797,21.2663,0.0633,8.9286,0.0114,1.4594,35.192,0.0092,0.4379,0.0262,uk,urban
