userids,tweets,tokens,nodes,edges,avg_degrees,densities,outliers,social_similarities,interactions,interactions_p,betweenness_mean,betweenness_range,closeness,country,type
1497324242572042242,7442,159072,4,3,1.5,0.25,100.0,0.0145,0.9,0.0,0.0,0.0,0.0,uk,rural
937570512,84022,879292,59,739,25.0508,0.216,3.4483,0.0407,1.9731,28.7568,0.0181,0.4491,0.016,uk,rural
1140621910029590528,23595,385479,26,75,5.7692,0.1154,12.0,0.0212,0.8333,8.6154,0.044,0.5994,0.0374,uk,urban
757943285780545537,36241,743784,45,187,8.3111,0.0944,13.6364,0.0117,0.8852,0.7903,0.0201,0.7893,0.0049,uk,urban
1364876211122540545,60598,905954,56,774,27.6429,0.2513,5.4545,0.0445,1.281,201.4,0.0156,0.2226,0.0014,uk,rural
1218197397962219520,119031,2086461,159,3529,44.3899,0.1405,3.7975,0.0285,1.9645,18.3169,0.0067,0.4893,0.0239,uk,rural
1438807233647759360,44452,668532,75,661,17.6267,0.1191,5.4054,0.019,0.8397,7.8545,0.0135,0.6278,0.0116,uk,urban
3413144248,14062,215721,10,12,2.4,0.1333,77.7778,0.0049,8.9833,0.2448,0.0111,0.1111,0.0141,uk,rural
1300389968330752000,176355,2731801,130,2276,35.0154,0.1357,2.3256,0.0269,2.2162,123.2294,0.0104,0.3024,0.0038,uk,rural
1087737144762908672,74407,1458369,54,1261,46.7037,0.4406,3.7736,0.0764,1.6892,171.5357,0.0117,0.2026,0.014,uk,urban
1256989982889250818,100710,1563408,107,585,10.9346,0.0516,14.1509,0.0093,2.15,11.5854,0.011,0.6219,0.0218,uk,urban
1319705231261827073,105849,1875287,121,783,12.9421,0.0539,8.3333,0.0099,1.9047,68.9615,0.0091,0.634,0.0151,uk,urban
936200445034450945,41253,584665,31,200,12.9032,0.2151,13.3333,0.0213,1.1417,10.1837,0.0259,0.4112,0.0131,uk,urban
58333811,69663,1112739,74,263,7.1081,0.0487,23.2877,0.0052,1.7237,25.2,0.0085,0.4392,0.0099,uk,urban
565644284,326,6239,1,0,0.0,0.0,100.0,0.0,,0.0,0.0,0.0,0.0,uk,urban
845374577047994368,128336,1765844,69,323,9.3623,0.0688,13.2353,0.011,2.9788,4.5326,0.0211,0.4094,0.0295,uk,urban
1286776351,24137,339339,30,165,11.0,0.1897,27.5862,0.0245,0.825,5.0,0.0265,0.5631,0.0021,uk,rural
838185234457845760,2485,31813,3,3,2.0,0.5,100.0,0.0336,0.6,0.0,0.1667,0.5,0.0,uk,urban
160319450,124586,1687376,74,379,10.2432,0.0702,16.4384,0.0098,3.632,3.4062,0.0118,0.5555,0.0129,uk,rural
1483438938438127617,42065,802626,27,64,4.7407,0.0912,34.6154,0.0087,22.2222,0.0,0.0055,0.0769,0.0067,uk,urban
159212310,113753,1878644,91,601,13.2088,0.0734,18.8889,0.0118,6.0165,2.6329,0.0108,0.6176,0.0123,uk,rural
1472759095279116289,158002,2355670,285,1433,10.0561,0.0177,25.3521,0.015,1.6377,599.5,0.0066,0.5179,0.0095,uk,rural
3407186038,76400,1030264,56,164,5.8571,0.0532,18.1818,0.0051,1.3094,2.9885,0.0044,0.1727,0.0089,uk,urban
1479397604941303809,160117,2128336,174,765,8.7931,0.0254,16.185,0.0056,2.8355,82.7143,0.0054,0.4573,0.0309,uk,rural
1479466155408596995,17036,283179,17,46,5.4118,0.1691,31.25,0.0164,0.5333,0.0,0.0245,0.3375,0.0082,uk,urban
1085638998054391813,18051,342047,20,51,5.1,0.1342,15.7895,0.0088,0.9333,17.6667,0.0579,0.4742,0.0288,uk,urban
1406187254498926594,112381,1654883,58,143,4.931,0.0433,28.0702,0.0043,4.1873,5.1636,0.0101,0.376,0.0151,uk,urban
918549708221665281,128984,2058874,106,502,9.4717,0.0451,21.9048,0.0046,2.6559,11.536,0.0122,0.4316,0.0435,uk,urban
1401017164757405699,144,1142,1,0,0.0,0.0,100.0,0.0,,0.0,0.0,0.0,0.0,uk,urban
1387815377560866821,98494,1030212,65,384,11.8154,0.0923,9.375,0.0142,3.2734,37.2353,0.0139,0.5069,0.0107,uk,rural
1227321554821885953,9577,117360,26,44,3.3846,0.0677,32.0,0.0573,0.7,0.5556,0.0005,0.0067,0.0011,uk,urban
4212839813,66077,914934,55,454,16.5091,0.1529,7.4074,0.0372,1.0613,10.2159,0.0291,0.3778,0.031,uk,rural
1105398359517511685,52252,882122,34,75,4.4118,0.0668,30.303,0.0121,0.7654,15.5833,0.0051,0.042,0.0044,uk,rural
1218576466713157634,272376,3126299,153,2605,34.0523,0.112,9.8684,0.0159,3.0847,72.8874,0.0068,0.2285,0.0078,uk,urban
1486395742415687680,79,412,1,0,0.0,0.0,100.0,0.0,,0.0,0.0,0.0,0.0,uk,urban
845337211,3675,45014,2,2,2.0,1.0,100.0,0.0,3.85,0.0,0.0,0.0,0.0,uk,urban
1101169898192072704,108889,833141,110,1029,18.7091,0.0858,4.5872,0.0135,1.1186,16.2222,0.0138,0.1283,0.0087,uk,rural
2278965636,25887,385347,38,163,8.5789,0.1159,8.1081,0.0096,2.3429,4.6552,0.0222,0.4466,0.0099,uk,rural
1123298036250226688,196473,2990835,118,1108,18.7797,0.0803,8.547,0.0172,2.3444,10.2742,0.0113,0.5918,0.0647,uk,rural
437757939,79978,1050702,60,131,4.3667,0.037,45.7627,0.0029,3.4289,0.464,0.0092,0.4764,0.0078,uk,urban
850766432,9596,134816,5,5,2.0,0.25,100.0,0.0287,0.5,0.0,0.05,0.25,0.0143,uk,rural
1091033434380820480,87859,1277535,58,170,5.8621,0.0514,28.0702,0.0044,4.1438,19.8621,0.0068,0.2941,0.0066,uk,urban
79707654,126166,2097345,69,192,5.5652,0.0409,22.0588,0.0056,1.1759,1.1766,0.0042,0.1506,0.0033,uk,urban
1315697805617496064,136339,2238061,113,361,6.3894,0.0285,25.8929,0.0137,1.2854,2.9328,0.0034,0.2656,0.0047,uk,urban
868106911752888320,139818,1862712,88,1090,24.7727,0.1424,14.9425,0.0256,3.1022,10.8757,0.0108,0.378,0.0208,uk,urban
453021855,117167,2148260,74,793,21.4324,0.1468,5.4795,0.0228,1.9878,36.1988,0.0171,0.4094,0.0015,uk,rural
890169896897785857,110918,1726963,107,443,8.2804,0.0391,24.5283,0.0079,3.823,66.0702,0.0104,0.5585,0.0242,uk,urban
90741780,63600,834459,51,115,4.5098,0.0451,56.0,0.0048,1.9857,2.6104,0.0155,0.7469,0.0048,uk,urban
12597162,34934,640737,35,201,11.4857,0.1689,20.5882,0.0177,1.5111,1.8936,0.0252,0.5747,0.0121,uk,urban
878112252,153242,2515947,95,473,9.9579,0.053,19.1489,0.007,2.6091,4.2088,0.0087,0.4899,0.0247,uk,urban
1482069920498262023,2050,29806,3,2,1.3333,0.3333,100.0,0.0085,,0.0,0.0,0.0,0.0,uk,urban
3294006377,51404,756963,51,587,23.0196,0.2302,0.0,0.0317,2.4685,19.6214,0.0166,0.4786,0.0022,uk,urban
831072385,47569,637429,31,53,3.4194,0.057,60.0,0.0049,0.34,1.8333,0.0073,0.2,0.0068,uk,urban
1256876683501633536,58826,954244,37,145,7.8378,0.1089,30.5556,0.0094,1.9978,24.5278,0.0295,0.4623,0.0138,uk,rural
1417591114324926477,86004,1508438,145,1360,18.7586,0.0651,15.2778,0.0155,1.4519,80.3585,0.0095,0.5717,0.0234,uk,urban
1036825369,40419,692191,45,256,11.3778,0.1293,11.3636,0.0167,1.9776,99.2,0.0178,0.4114,0.0168,uk,rural
2746966545,120622,2520618,94,435,9.2553,0.0498,8.6022,0.0216,1.2138,4.8667,0.0098,0.1319,0.0063,uk,urban
1488752106525929472,66488,1099789,79,621,15.7215,0.1008,6.4103,0.0152,1.9647,0.0,0.0183,0.4579,0.0213,uk,urban
1185428562913968129,34600,576450,57,606,21.2632,0.1898,3.5714,0.0305,0.8828,9.6571,0.0166,0.5517,0.0162,uk,urban
635472481,178309,2532764,134,2956,44.1194,0.1659,3.0075,0.0424,1.876,10.2976,0.0081,0.2969,0.0291,uk,rural
468433997,142207,2099120,87,495,11.3793,0.0662,10.4651,0.0126,3.6277,1.897,0.0206,0.5372,0.0289,uk,rural
1657482380,8156,55548,9,8,1.7778,0.1111,100.0,0.0077,0.3,0.0,0.0,0.0,0.0,uk,urban
1728128708,60209,752978,42,472,22.4762,0.2741,9.7561,0.0264,1.9559,82.3571,0.0217,0.1463,0.0047,uk,rural
752476184173305857,10898,107469,13,17,2.6154,0.109,100.0,0.0044,0.3,0.0,0.0321,0.4167,0.0097,uk,urban
296251398,97192,1657344,88,971,22.0682,0.1268,9.1954,0.0242,1.6793,67.7885,0.0128,0.4172,0.0058,uk,urban
1487202881417756675,50772,1048660,38,183,9.6316,0.1302,13.5135,0.0268,1.9333,0.0,0.0421,0.2668,0.0076,uk,urban
741980471005941761,30459,407491,25,53,4.24,0.0883,33.3333,0.0059,1.4474,1.3504,0.0146,0.2699,0.0161,uk,urban
1415262899661049857,221163,3866215,126,1481,23.5079,0.094,11.2,0.0115,1.1084,13.5595,0.0131,0.4265,0.0189,uk,urban
1385530025231982592,38466,739647,78,1930,49.4872,0.3213,3.8961,0.0668,1.4505,42.7313,0.0104,0.2988,0.0143,uk,rural
1150358049560944642,24209,343143,12,15,2.5,0.1136,54.5455,0.0039,,0.0,0.0008,0.0091,0.0006,uk,rural
798685465,162240,2040793,126,828,13.1429,0.0526,12.8,0.0098,4.3008,10.4075,0.0077,0.5838,0.0233,uk,rural
1475569069189435394,22846,223948,24,74,6.1667,0.1341,43.4783,0.0244,1.85,0.0571,0.0375,0.8491,0.0004,uk,urban
113645835,191024,1741354,134,873,13.0299,0.049,12.782,0.0115,2.3665,124.1935,0.0122,0.49,0.0105,uk,urban
87398073,26823,410825,13,44,6.7692,0.2821,16.6667,0.0261,3.8423,3.8971,0.028,0.3277,0.0169,uk,rural
330952559,60552,836979,54,209,7.7407,0.073,24.5283,0.0086,3.9024,265.6667,0.0159,0.4901,0.0248,uk,urban
980967628868120577,35847,317817,26,110,8.4615,0.1692,24.0,0.0108,3.65,31.12,0.0324,0.7147,0.002,uk,urban
1476241033604341765,76677,1482099,53,128,4.8302,0.0464,40.3846,0.0048,1.1552,12.9583,0.017,0.4507,0.023,uk,rural
402192311,105102,1518564,111,919,16.5586,0.0753,24.5455,0.0172,1.938,48.8936,0.0089,0.5296,0.0114,uk,urban
871457251650920449,96286,1214398,78,188,4.8205,0.0313,29.8701,0.0053,0.9059,2.1111,0.015,0.5026,0.0276,uk,rural
977315599989821440,113328,1681182,55,410,14.9091,0.138,7.4074,0.0179,2.8222,87.6984,0.0241,0.1874,0.0203,uk,urban
979034123011526658,94375,1265030,88,969,22.0227,0.1266,5.7471,0.0251,1.6331,10.7926,0.0101,0.557,0.0109,uk,rural
1454975936819089416,28522,334962,23,32,2.7826,0.0632,54.5455,0.0024,0.56,0.0769,0.0057,0.132,0.009,uk,rural
246516583,86739,1061802,103,457,8.8738,0.0435,34.3137,0.0086,3.0236,1.8139,0.0064,0.4789,0.0104,uk,urban
1450801873498394630,62542,1470218,56,419,14.9643,0.136,5.4545,0.0219,1.6978,30.5306,0.0194,0.4412,0.0154,uk,urban
1002453040157347840,114445,1290259,82,703,17.1463,0.1058,13.5802,0.0115,4.7975,13.0088,0.0118,0.7435,0.0102,uk,urban
139018034,83274,876470,52,403,15.5,0.152,9.8039,0.0179,1.9504,1.7804,0.0177,0.4932,0.006,uk,urban
1305205718178557953,7972,136583,7,13,3.7143,0.3095,0.0,0.0487,11.8286,0.6015,0.0381,0.2667,0.0095,uk,urban
1428693434022473731,160959,2739289,108,1523,28.2037,0.1318,2.8037,0.0204,4.6701,75.8416,0.0121,0.3645,0.0208,uk,rural
2271293309,74581,1219462,59,170,5.7627,0.0497,29.3103,0.0094,1.6767,4.03,0.04,0.5443,0.0434,uk,urban
1337399565167767553,166678,2600741,152,1824,24.0,0.0795,2.649,0.0149,2.6354,148.6437,0.0089,0.4872,0.0191,uk,rural
875415944633470976,200346,3045917,104,633,12.1731,0.0591,12.6214,0.0104,3.0031,4.5197,0.0083,0.3354,0.0139,uk,urban
1337795720364093442,105514,1508175,58,458,15.7931,0.1385,15.7895,0.0247,4.6691,459.2381,0.0117,0.2958,0.0059,uk,rural
1040452010,116050,1787593,68,254,7.4706,0.0558,26.8657,0.0064,2.5517,1.2424,0.0043,0.1688,0.0076,uk,urban
1450931909886988301,90701,691196,99,536,10.8283,0.0552,6.1224,0.009,1.667,58.8889,0.0103,0.0702,0.0049,uk,urban
3153706242,6902,97566,6,8,2.6667,0.2667,60.0,0.0021,4.5,0.1345,0.0583,0.35,0.0056,uk,urban
1019609763947188224,55145,920653,121,3098,51.2066,0.2134,8.3333,0.0433,0.7651,240.4444,0.0066,0.2041,0.0139,uk,urban
394074382,56950,819434,46,202,8.7826,0.0976,22.2222,0.0075,3.1615,2.4579,0.016,0.4545,0.0098,uk,urban
1491047218140356608,36881,366130,24,57,4.75,0.1033,26.087,0.0093,6.6857,155.0,0.0089,0.087,0.0089,uk,urban
742231891621892096,113332,1726586,86,765,17.7907,0.1047,14.1176,0.0155,1.1821,12.1349,0.0122,0.2686,0.01,uk,rural
3007445945,145510,2340161,102,585,11.4706,0.0568,6.9307,0.0077,2.7552,2.4209,0.0127,0.5816,0.0239,uk,rural
4118483867,3286,40230,4,6,3.0,0.5,100.0,0.0112,28.45,0.0,0.25,1.0,0.0,uk,urban
96257714,43390,677291,20,49,4.9,0.1289,36.8421,0.0073,9.0464,0.1926,0.0453,0.4425,0.0318,uk,urban
1342989472347131907,6769,76129,9,12,2.6667,0.1667,75.0,0.0125,2.5333,0.0,0.0417,0.375,0.0157,uk,urban
1438088455297413121,8424,118787,6,11,3.6667,0.3667,40.0,0.021,2.1,0.0,0.0,0.0,0.0,uk,urban
1631508109,65715,1048334,32,121,7.5625,0.122,12.9032,0.0138,1.7039,3.1381,0.0462,0.4178,0.0279,uk,rural
51163043,109471,1726078,71,187,5.2676,0.0376,25.7143,0.0053,1.6907,14.1458,0.004,0.0974,0.0026,uk,urban
1010479010747478016,188708,2615422,154,4185,54.3506,0.1776,1.9608,0.0577,2.0492,74.6725,0.0062,0.2238,0.0078,uk,rural
1418705056946393092,153458,2025402,82,742,18.0976,0.1117,7.4074,0.021,3.0608,13.4495,0.0104,0.3951,0.0187,uk,rural
807518312913661952,32859,460193,32,169,10.5625,0.1704,12.9032,0.0256,0.775,0.0,0.0389,0.2929,0.0084,uk,rural
1570671894,139207,2427219,145,1760,24.2759,0.0843,4.1667,0.0145,1.7755,28.694,0.0112,0.3526,0.0269,uk,urban
905966538326462464,37528,521616,21,43,4.0952,0.1024,40.0,0.0073,1.8818,68.0,0.0046,0.05,0.0092,uk,urban
780865516340600832,78836,1411528,116,945,16.2931,0.0708,10.4348,0.0138,1.4346,5.1831,0.0101,0.6692,0.0262,uk,rural
786688994188914688,207016,2627832,132,900,13.6364,0.052,10.687,0.0075,5.8976,13.8761,0.0047,0.3853,0.0047,uk,urban
1486971821119483911,78161,1238178,42,329,15.6667,0.1911,0.0,0.0326,4.4073,1005.3333,0.0417,0.3512,0.0007,uk,rural
2250754085,100142,1279265,78,218,5.5897,0.0363,33.7662,0.005,2.329,3.9452,0.0047,0.3261,0.0052,uk,urban
750359133749186561,56926,966734,43,160,7.4419,0.0886,28.5714,0.0104,1.7031,2.5161,0.0258,0.4418,0.0185,uk,rural
1515666536102518789,20943,290871,21,48,4.5714,0.1143,35.0,0.0098,0.82,0.5769,0.0299,0.6211,0.0052,uk,rural
1457385955678199813,11865,232180,6,5,1.6667,0.1667,100.0,0.005,1.05,0.0,0.0,0.0,0.0,uk,rural
143477518,84617,1303584,91,822,18.0659,0.1004,8.8889,0.0115,3.8899,17.0455,0.0092,0.3544,0.0095,uk,rural
1310878602,54086,804776,45,148,6.5778,0.0747,20.4545,0.0096,2.4895,10.5366,0.0203,0.5418,0.0214,uk,rural
1508437450770862087,47541,847120,45,499,22.1778,0.252,0.0,0.0396,1.0426,30.8,0.0216,0.207,0.0123,uk,rural
1483440697621553157,9033,115557,7,11,3.1429,0.2619,16.6667,0.0234,1.5,0.0,0.0619,0.2667,0.0248,uk,urban
1371185886201843712,85584,1048559,73,729,19.9726,0.1387,11.1111,0.0306,2.1263,15.7304,0.0149,0.3565,0.0172,uk,rural
462393014,28529,563076,27,52,3.8519,0.0741,34.6154,0.0049,5.1333,0.0845,0.015,0.3646,0.0108,uk,urban
1404490979923607555,37116,545138,42,180,8.5714,0.1045,17.0732,0.0204,0.9412,0.0,0.0173,0.1359,0.0074,uk,urban
1469728080415518722,69872,900871,48,508,21.1667,0.2252,8.5106,0.0315,1.7735,655.2,0.0188,0.1541,0.024,uk,urban
1004339048020959233,51352,859024,83,160,3.8554,0.0235,37.8049,0.0152,1.6091,17.6316,0.0004,0.0185,0.0013,uk,urban
760418097169895424,128723,1932744,88,683,15.5227,0.0892,6.8966,0.0172,2.3898,3.4177,0.0162,0.538,0.0348,uk,rural
1019646502262714369,115325,1763417,94,338,7.1915,0.0387,32.2581,0.0036,3.2259,622.6667,0.0052,0.2369,0.0097,uk,urban
1484845537018982400,2498,32082,7,10,2.8571,0.2381,66.6667,0.0111,0.3,0.0,0.0476,0.3333,0.0225,uk,urban
1441625434135797769,51324,606419,29,110,7.5862,0.1355,28.5714,0.0125,4.1967,2.8267,0.0191,0.3949,0.0057,uk,urban
2170817402,367445,3431120,313,4450,28.4345,0.0456,10.8974,0.0146,2.3695,490.6711,0.0046,0.5942,0.015,uk,urban
1432270687952113665,53814,503009,70,332,9.4857,0.0687,17.3913,0.0184,4.8917,390.3333,0.0159,0.7089,0.0176,uk,urban
1491847743542865931,3452,60840,4,3,1.5,0.25,100.0,0.023,,0.0,0.0,0.0,0.0,uk,rural
3306432051,210146,4298028,128,2422,37.8438,0.149,5.5118,0.0329,2.3568,76.2594,0.0094,0.1205,0.0095,uk,urban
1114673662093869056,147334,1488713,82,1460,35.6098,0.2198,7.4074,0.0346,4.9545,17.6611,0.0099,0.2732,0.0122,uk,urban
1459292065041375232,51598,592210,25,57,4.56,0.095,25.0,0.0164,1.9333,11.8889,0.0068,0.0797,0.0155,uk,urban
915504713931608065,99875,1745308,93,833,17.914,0.0974,8.6957,0.0146,1.2057,10.1788,0.0129,0.3955,0.0183,uk,urban
1264485209812209664,16397,168604,12,17,2.8333,0.1288,63.6364,0.005,0.3,0.0,0.022,0.2636,0.0139,uk,urban
4695820699,60522,910290,50,236,9.44,0.0963,14.2857,0.014,1.768,17.4167,0.0166,0.4813,0.0213,uk,urban
1463805744298479622,23983,417351,22,112,10.1818,0.2424,23.8095,0.0294,0.7143,5.8966,0.029,0.3001,0.0051,uk,urban
14517347,128643,1740428,73,227,6.2192,0.0432,19.4444,0.0046,6.6365,1.4363,0.0069,0.4292,0.0052,uk,urban
267906541,58264,659441,43,103,4.7907,0.057,66.6667,0.0055,4.5891,0.7432,0.019,0.8067,0.001,uk,rural
1427409564,60703,855809,44,92,4.1818,0.0486,46.5116,0.0041,1.2111,9.9,0.0076,0.2471,0.0115,uk,urban
1385509163028078594,34820,611762,55,470,17.0909,0.1582,16.6667,0.0208,2.3362,155.8571,0.015,0.3063,0.0104,uk,urban
1263850596760784896,35927,445748,38,268,14.1053,0.1906,5.4054,0.0447,1.3682,0.8734,0.0221,0.5475,0.0004,uk,rural
2327688826,132622,1792671,82,337,8.2195,0.0507,20.9877,0.0127,1.4865,1.3207,0.0058,0.1038,0.0046,uk,urban
1175161364584816640,50052,1025987,81,950,23.4568,0.1466,0.0,0.0197,1.2598,39.8485,0.0137,0.3888,0.0241,uk,urban
22986583,10112,141567,10,19,3.8,0.2111,11.1111,0.0223,1.2,3.0,0.0278,0.2778,0.0112,uk,urban
1216439361174233089,95739,1106928,59,388,13.1525,0.1134,29.3103,0.0166,2.6752,83.451,0.018,0.2246,0.0292,uk,rural
2230398588,47882,463769,32,57,3.5625,0.0575,51.6129,0.0048,1.6333,64.3333,0.0058,0.1253,0.0064,uk,urban
1635417206,26124,437062,33,141,8.5455,0.1335,18.75,0.0205,1.2983,2.061,0.0175,0.4192,0.0052,uk,rural
1482362659190231047,86228,1103499,54,201,7.4444,0.0702,22.6415,0.0079,5.6083,1793.6667,0.0104,0.1023,0.0002,uk,urban
37737561,76577,1131957,83,349,8.4096,0.0513,20.7317,0.0072,3.5865,1.5485,0.0106,0.5833,0.0179,uk,urban
1367427723535220738,38501,348123,26,54,4.1538,0.0831,52.0,0.0124,3.215,26.9565,0.0117,0.2467,0.0088,uk,urban
902250542159847424,1831,29770,3,4,2.6667,0.6667,100.0,0.0376,,0.0,0.3333,1.0,0.0,uk,rural
736487768998707200,64701,611022,45,119,5.2889,0.0601,13.6364,0.0082,1.28,20.3333,0.006,0.1287,0.008,uk,urban
882132661623562240,2730,54282,3,2,1.3333,0.3333,100.0,0.0095,,0.0,0.0,0.0,0.0,uk,urban
1346215847103258624,5949,81748,3,4,2.6667,0.6667,0.0,0.0389,1.5,14.0,0.0,0.0,0.0,uk,rural
1166619509261852672,18818,198566,12,11,1.8333,0.0833,100.0,0.0017,1.2,0.0,0.0,0.0,0.0,uk,urban
1473805229611261960,2301,26444,13,35,5.3846,0.2244,33.3333,0.013,0.5,0.0,0.0728,0.4508,0.0063,uk,urban
2549941298,155760,2669074,145,1628,22.4552,0.078,11.1111,0.0165,2.0633,4.0341,0.0079,0.4614,0.0226,uk,rural
43630146,93314,1373107,71,427,12.0282,0.0859,11.4286,0.0098,1.8892,5.1709,0.0067,0.3299,0.0071,uk,urban
2760492274,94398,1241663,97,499,10.2887,0.0536,17.7083,0.0069,2.1326,1.0492,0.0103,0.6433,0.0186,uk,urban
1185993836784308224,110852,1168286,68,395,11.6176,0.0867,13.4328,0.1199,1.8905,18.85,0.0186,0.1357,0.0246,uk,urban
980225528857849857,7611,83349,5,4,1.6,0.2,100.0,0.0131,,0.0,0.0,0.0,0.0,uk,urban
254741806,154501,2180558,72,511,14.1944,0.1,15.493,0.0145,4.0969,308.4211,0.011,0.2839,0.0065,uk,rural
2411790600,14521,268323,7,8,2.2857,0.1905,66.6667,0.0107,2.25,0.0345,0.0,0.0,0.0,uk,rural
1472566303458271233,41855,639381,75,1653,44.08,0.2978,2.7027,0.0493,1.083,31.7214,0.0095,0.0851,0.0074,uk,urban
985836342818037760,187736,2501491,158,2399,30.3671,0.0967,3.8217,0.0297,1.5045,2426.3333,0.0123,0.2014,0.0355,uk,urban
3633514396,47228,707201,28,45,3.2143,0.0595,44.4444,0.0066,3.7375,14.3333,0.0004,0.0036,0.0001,uk,rural
1247304857054216198,4234,38692,5,5,2.0,0.25,100.0,0.0006,5.8,0.0,0.05,0.25,0.0143,uk,rural
1066837873,53285,855909,42,93,4.4286,0.054,34.1463,0.0059,5.3519,5.7523,0.008,0.2674,0.0068,uk,rural
598223741,57102,795568,41,178,8.6829,0.1085,20.0,0.0139,2.9125,4.3301,0.0146,0.3156,0.0085,uk,rural
630158959,32463,318234,30,76,5.0667,0.0874,44.8276,0.0096,0.7,0.8148,0.0425,0.8264,0.0331,uk,urban
114764602,14682,258964,21,46,4.381,0.1095,40.0,0.0151,0.7444,10.1667,0.0262,0.4829,0.0089,uk,urban
1468243510562279427,39669,554832,32,167,10.4375,0.1683,6.4516,0.0206,2.1654,22.4583,0.0322,0.4748,0.0217,uk,urban
1394643735548506115,112073,1882471,134,2046,30.5373,0.1148,3.7594,0.028,1.6081,24.8989,0.0075,0.495,0.0057,uk,rural
1461728653214158861,116196,1011532,109,780,14.3119,0.0663,12.963,0.0135,2.4692,39.619,0.0098,0.5686,0.0136,uk,urban
1212737599065866240,15493,307183,16,50,6.25,0.2083,20.0,0.0169,0.7267,0.7302,0.0548,0.6833,0.0058,uk,urban
1419279779430338562,85845,746177,58,576,19.8621,0.1742,1.7544,0.025,3.0649,229.7222,0.024,0.1767,0.0098,uk,urban
1131192244122398720,51984,741391,45,171,7.6,0.0864,36.3636,0.0135,8.475,451.0,0.0197,0.2038,0.0157,uk,urban
777529550582509568,1706,39089,1,0,0.0,0.0,100.0,0.0,,0.0,0.0,0.0,0.0,uk,urban
1323511475194023941,44685,629111,51,97,3.8039,0.038,54.0,0.0054,2.4333,0.6537,0.003,0.1441,0.0034,uk,urban
14734727,154131,2231305,121,391,6.4628,0.0269,33.3333,0.0031,2.008,3.847,0.0087,0.4266,0.0182,uk,urban
875942386978914304,53105,868257,46,279,12.1304,0.1348,8.8889,0.0204,2.0146,0.8686,0.0311,0.546,0.016,uk,urban
896851059427205123,143661,1372068,93,577,12.4086,0.0674,13.0435,0.009,3.7493,1.8656,0.0104,0.8742,0.0011,uk,urban
